plan_id,plan_name,level,week,day_offset,day_name,session_type,planned_distance_km,planned_duration_min,notes
50k_beg,50K - Beginner,Beginner,12,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,12,5,Sat,Run - easy (back-to-back),12.1,97,Back-to-back with Sunday long run
50k_beg,50K - Beginner,Beginner,12,6,Sun,Long run,14.1,113,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,13,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,13,1,Tue,Run - easy,3.6,29,Easy conversational pace
50k_beg,50K - Beginner,Beginner,13,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,13,3,Thu,Run - easy,3.6,29,Easy conversational pace
50k_beg,50K - Beginner,Beginner,13,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,13,5,Sat,Run - easy,2.5,20,Short easy run
50k_beg,50K - Beginner,Beginner,13,6,Sun,Long run,20.5,164,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,14,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,14,1,Tue,Run - easy,3.7,30,Easy conversational pace
50k_beg,50K - Beginner,Beginner,14,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,14,3,Thu,Run - easy,3.7,30,Easy conversational pace
50k_beg,50K - Beginner,Beginner,14,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,14,5,Sat,Run - easy,2.6,21,Short easy run
50k_beg,50K - Beginner,Beginner,14,6,Sun,Long run,21.4,171,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,15,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,15,1,Tue,Run - easy,3.8,30,Easy conversational pace
50k_beg,50K - Beginner,Beginner,15,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,15,3,Thu,Run - easy,3.8,30,Easy conversational pace
50k_beg,50K - Beginner,Beginner,15,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,15,5,Sat,Run - easy (back-to-back),13.2,106,Back-to-back with Sunday long run
50k_beg,50K - Beginner,Beginner,15,6,Sun,Long run,22.2,178,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,16,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,16,1,Tue,Run - easy,3.8,30,Easy conversational pace
50k_beg,50K - Beginner,Beginner,16,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,16,3,Thu,Run - easy,3.8,30,Easy conversational pace
50k_beg,50K - Beginner,Beginner,16,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,16,5,Sat,Run - easy,2.6,21,Short easy run
50k_beg,50K - Beginner,Beginner,16,6,Sun,Long run,16.6,133,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,17,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,17,1,Tue,Run - easy,3.9,31,Easy conversational pace
50k_beg,50K - Beginner,Beginner,17,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,17,3,Thu,Run - easy,3.9,31,Easy conversational pace
50k_beg,50K - Beginner,Beginner,17,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,17,5,Sat,Run - easy,2.7,22,Short easy run
50k_beg,50K - Beginner,Beginner,17,6,Sun,Long run,24.0,192,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,18,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,18,1,Tue,Run - easy,3.9,31,Easy conversational pace
50k_beg,50K - Beginner,Beginner,18,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,18,3,Thu,Run - easy,3.9,31,Easy conversational pace
50k_beg,50K - Beginner,Beginner,18,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,18,5,Sat,Run - easy,2.7,22,Short easy run
50k_beg,50K - Beginner,Beginner,18,6,Sun,Long run,15.6,125,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,19,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,19,1,Tue,Run - easy,4.0,32,Easy conversational pace
50k_beg,50K - Beginner,Beginner,19,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,19,3,Thu,Run - easy,4.0,32,Easy conversational pace
50k_beg,50K - Beginner,Beginner,19,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,19,5,Sat,Run - easy,2.8,22,Short easy run
50k_beg,50K - Beginner,Beginner,19,6,Sun,Long run,10.8,86,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,20,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,20,1,Tue,Run - easy,4.0,32,Easy conversational pace
50k_beg,50K - Beginner,Beginner,20,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,20,3,Thu,Run - easy,4.0,32,Easy conversational pace
50k_beg,50K - Beginner,Beginner,20,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,20,5,Sat,Run - easy,2.8,22,Short easy run
50k_beg,50K - Beginner,Beginner,20,6,Sun,RACE DAY,50,400,Race day!
50k_int,50K - Intermediate,Intermediate,1,0,Mon,Run - easy,4.0,27,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,1,1,Tue,Run - speed/intervals,5.0,34,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,1,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,1,3,Thu,Run - tempo,6.0,41,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,1,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,1,5,Sat,Run - easy,3.0,20,Easy pace
50k_int,50K - Intermediate,Intermediate,1,6,Sun,Long run,12.0,82,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,2,0,Mon,Run - easy,4.1,28,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,2,1,Tue,Run - speed/intervals,5.1,35,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,2,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,2,3,Thu,Run - tempo,6.1,41,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,2,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,2,5,Sat,Run - easy,3.1,21,Easy pace
50k_int,50K - Intermediate,Intermediate,2,6,Sun,Long run,13.2,90,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,3,0,Mon,Run - easy,4.2,29,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,3,1,Tue,Run - speed/intervals,5.1,35,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,3,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,3,3,Thu,Run - tempo,6.1,41,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,3,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,3,5,Sat,Run - easy (back-to-back),11.0,75,Back-to-back with Sunday long run
50k_int,50K - Intermediate,Intermediate,3,6,Sun,Long run,14.5,99,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,4,0,Mon,Run - easy,4.2,29,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,4,1,Tue,Run - speed/intervals,5.1,35,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,4,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,4,3,Thu,Run - tempo,6.2,42,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,4,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,4,5,Sat,Run - easy,3.2,22,Easy pace
50k_int,50K - Intermediate,Intermediate,4,6,Sun,Long run,10.9,74,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,5,0,Mon,Run - easy,4.2,29,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,5,1,Tue,Run - speed/intervals,5.2,35,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,5,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,5,3,Thu,Run - tempo,6.2,42,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,5,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,5,5,Sat,Run - easy,3.2,22,Easy pace
50k_int,50K - Intermediate,Intermediate,5,6,Sun,Long run,17.0,116,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,6,0,Mon,Run - easy,4.3,29,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,6,1,Tue,Run - speed/intervals,5.2,35,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,6,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,6,3,Thu,Run - tempo,6.2,42,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,6,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,6,5,Sat,Run - easy (back-to-back),12.5,85,Back-to-back with Sunday long run
50k_int,50K - Intermediate,Intermediate,6,6,Sun,Long run,18.2,124,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,7,0,Mon,Run - easy,4.3,29,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,7,1,Tue,Run - speed/intervals,5.2,35,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,7,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,7,3,Thu,Run - tempo,6.3,43,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,7,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,7,5,Sat,Run - easy,3.4,23,Easy pace
50k_int,50K - Intermediate,Intermediate,7,6,Sun,Long run,19.5,133,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,8,0,Mon,Run - easy,4.4,30,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,8,1,Tue,Run - speed/intervals,5.2,35,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,8,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,8,3,Thu,Run - tempo,6.3,43,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,8,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,8,5,Sat,Run - easy,3.4,23,Easy pace
50k_int,50K - Intermediate,Intermediate,8,6,Sun,Long run,14.6,99,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,9,0,Mon,Run - easy,4.5,31,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,9,1,Tue,Run - speed/intervals,5.3,36,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,9,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,9,3,Thu,Run - tempo,6.4,44,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,9,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,9,5,Sat,Run - easy (back-to-back),14.0,95,Back-to-back with Sunday long run
50k_int,50K - Intermediate,Intermediate,9,6,Sun,Long run,22.0,150,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,10,0,Mon,Run - easy,4.5,31,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,10,1,Tue,Run - speed/intervals,5.3,36,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,10,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,10,3,Thu,Run - tempo,6.4,44,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,10,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,10,5,Sat,Run - easy,3.5,24,Easy pace
50k_int,50K - Intermediate,Intermediate,10,6,Sun,Long run,23.2,158,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,11,0,Mon,Run - easy,4.5,31,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,11,1,Tue,Run - speed/intervals,5.3,36,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,11,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,11,3,Thu,Run - tempo,6.4,44,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,11,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,11,5,Sat,Run - easy,3.5,24,Easy pace
50k_int,50K - Intermediate,Intermediate,11,6,Sun,Long run,24.5,167,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,12,0,Mon,Run - easy,4.6,31,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,12,1,Tue,Run - speed/intervals,5.4,37,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,12,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,12,3,Thu,Run - tempo,6.5,44,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,12,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,12,5,Sat,Run - easy (back-to-back),15.5,105,Back-to-back with Sunday long run
50k_int,50K - Intermediate,Intermediate,12,6,Sun,Long run,18.4,125,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,13,0,Mon,Run - easy,4.7,32,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,13,1,Tue,Run - speed/intervals,5.4,37,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,13,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,13,3,Thu,Run - tempo,6.5,44,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,13,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,13,5,Sat,Run - easy,3.6,24,Easy pace
50k_int,50K - Intermediate,Intermediate,13,6,Sun,Long run,27.0,184,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,14,0,Mon,Run - easy,4.7,32,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,14,1,Tue,Run - speed/intervals,5.4,37,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,14,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,14,3,Thu,Run - tempo,6.6,45,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,14,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,14,5,Sat,Run - easy,3.7,25,Easy pace
50k_int,50K - Intermediate,Intermediate,14,6,Sun,Long run,17.6,120,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,15,0,Mon,Run - easy,4.8,33,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,15,1,Tue,Run - speed/intervals,5.5,37,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,15,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,15,3,Thu,Run - tempo,6.6,45,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,15,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,15,5,Sat,Run - easy,3.8,26,Easy pace
50k_int,50K - Intermediate,Intermediate,15,6,Sun,Long run,12.2,83,"Weekend long run, steady effort"
50k_int,50K - Intermediate,Intermediate,16,0,Mon,Run - easy,4.8,33,Easy recovery pace
50k_int,50K - Intermediate,Intermediate,16,1,Tue,Run - speed/intervals,5.5,37,Intervals or hill repeats
50k_int,50K - Intermediate,Intermediate,16,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
50k_int,50K - Intermediate,Intermediate,16,3,Thu,Run - tempo,6.6,45,"Comfortably hard, sustained effort"
50k_int,50K - Intermediate,Intermediate,16,4,Fri,Rest,,,
50k_int,50K - Intermediate,Intermediate,16,5,Sat,Run - easy,3.8,26,Easy pace
50k_int,50K - Intermediate,Intermediate,16,6,Sun,RACE DAY,50,340,Race day!
100k_beg,100K - Beginner,Beginner,1,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,1,1,Tue,Run - easy,3.0,26,Easy conversational pace
100k_beg,100K - Beginner,Beginner,1,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,1,3,Thu,Run - easy,3.0,26,Easy conversational pace
100k_beg,100K - Beginner,Beginner,1,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,1,5,Sat,Run - easy,2.0,17,Short easy run
100k_beg,100K - Beginner,Beginner,1,6,Sun,Long run,12.0,102,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,2,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,2,1,Tue,Run - easy,3.1,26,Easy conversational pace
100k_beg,100K - Beginner,Beginner,2,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,2,3,Thu,Run - easy,3.1,26,Easy conversational pace
100k_beg,100K - Beginner,Beginner,2,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,2,5,Sat,Run - easy,2.1,18,Short easy run
100k_beg,100K - Beginner,Beginner,2,6,Sun,Long run,12.9,110,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,3,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,3,1,Tue,Run - easy,3.1,26,Easy conversational pace
100k_beg,100K - Beginner,Beginner,3,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,3,3,Thu,Run - easy,3.1,26,Easy conversational pace
100k_beg,100K - Beginner,Beginner,3,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,3,5,Sat,Run - easy (back-to-back),10.8,92,Back-to-back with Sunday long run
100k_beg,100K - Beginner,Beginner,3,6,Sun,Long run,13.8,117,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,4,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,4,1,Tue,Run - easy,3.2,27,Easy conversational pace
100k_beg,100K - Beginner,Beginner,4,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,4,3,Thu,Run - easy,3.2,27,Easy conversational pace
100k_beg,100K - Beginner,Beginner,4,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,4,5,Sat,Run - easy,2.2,19,Short easy run
100k_beg,100K - Beginner,Beginner,4,6,Sun,Long run,10.4,88,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,5,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,5,1,Tue,Run - easy,3.2,27,Easy conversational pace
100k_beg,100K - Beginner,Beginner,5,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,5,3,Thu,Run - easy,3.2,27,Easy conversational pace
100k_beg,100K - Beginner,Beginner,5,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,5,5,Sat,Run - easy,2.2,19,Short easy run
100k_beg,100K - Beginner,Beginner,5,6,Sun,Long run,15.6,133,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,6,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,6,1,Tue,Run - easy,3.3,28,Easy conversational pace
100k_beg,100K - Beginner,Beginner,6,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,6,3,Thu,Run - easy,3.3,28,Easy conversational pace
100k_beg,100K - Beginner,Beginner,6,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,6,5,Sat,Run - easy (back-to-back),12.0,102,Back-to-back with Sunday long run
100k_beg,100K - Beginner,Beginner,6,6,Sun,Long run,16.5,140,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,7,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,7,1,Tue,Run - easy,3.4,29,Easy conversational pace
100k_beg,100K - Beginner,Beginner,7,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,7,3,Thu,Run - easy,3.4,29,Easy conversational pace
100k_beg,100K - Beginner,Beginner,7,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,7,5,Sat,Run - easy,2.3,20,Short easy run
100k_beg,100K - Beginner,Beginner,7,6,Sun,Long run,17.4,148,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,8,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,8,1,Tue,Run - easy,3.4,29,Easy conversational pace
100k_beg,100K - Beginner,Beginner,8,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,8,3,Thu,Run - easy,3.4,29,Easy conversational pace
100k_beg,100K - Beginner,Beginner,8,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,8,5,Sat,Run - easy,2.3,20,Short easy run
100k_beg,100K - Beginner,Beginner,8,6,Sun,Long run,13.0,110,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,9,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,9,1,Tue,Run - easy,3.5,30,Easy conversational pace
100k_beg,100K - Beginner,Beginner,9,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,9,3,Thu,Run - easy,3.5,30,Easy conversational pace
100k_beg,100K - Beginner,Beginner,9,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,9,5,Sat,Run - easy (back-to-back),13.2,112,Back-to-back with Sunday long run
100k_beg,100K - Beginner,Beginner,9,6,Sun,Long run,19.2,163,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,10,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,10,1,Tue,Run - easy,3.5,30,Easy conversational pace
100k_beg,100K - Beginner,Beginner,10,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,10,3,Thu,Run - easy,3.5,30,Easy conversational pace
100k_beg,100K - Beginner,Beginner,10,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,10,5,Sat,Run - easy,2.4,20,Short easy run
100k_beg,100K - Beginner,Beginner,10,6,Sun,Long run,20.1,171,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,11,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,11,1,Tue,Run - easy,3.5,30,Easy conversational pace
100k_beg,100K - Beginner,Beginner,11,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,11,3,Thu,Run - easy,3.5,30,Easy conversational pace
100k_beg,100K - Beginner,Beginner,11,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,11,5,Sat,Run - easy,2.4,20,Short easy run
100k_beg,100K - Beginner,Beginner,11,6,Sun,Long run,21.0,178,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,12,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,12,1,Tue,Run - easy,3.6,31,Easy conversational pace
100k_beg,100K - Beginner,Beginner,12,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,12,3,Thu,Run - easy,3.6,31,Easy conversational pace
100k_beg,100K - Beginner,Beginner,12,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,12,5,Sat,Run - easy (back-to-back),14.4,122,Back-to-back with Sunday long run
100k_beg,100K - Beginner,Beginner,12,6,Sun,Long run,15.8,134,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,13,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,13,1,Tue,Run - easy,3.6,31,Easy conversational pace
100k_beg,100K - Beginner,Beginner,13,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,13,3,Thu,Run - easy,3.6,31,Easy conversational pace
100k_beg,100K - Beginner,Beginner,13,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,13,5,Sat,Run - easy,2.5,21,Short easy run
100k_beg,100K - Beginner,Beginner,13,6,Sun,Long run,22.8,194,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,14,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,14,1,Tue,Run - easy,3.7,31,Easy conversational pace
100k_beg,100K - Beginner,Beginner,14,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,14,3,Thu,Run - easy,3.7,31,Easy conversational pace
100k_beg,100K - Beginner,Beginner,14,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,14,5,Sat,Run - easy,2.6,22,Short easy run
100k_beg,100K - Beginner,Beginner,14,6,Sun,Long run,23.7,201,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,15,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,15,1,Tue,Run - easy,3.8,32,Easy conversational pace
100k_beg,100K - Beginner,Beginner,15,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,15,3,Thu,Run - easy,3.8,32,Easy conversational pace
100k_beg,100K - Beginner,Beginner,15,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,15,5,Sat,Run - easy (back-to-back),15.6,133,Back-to-back with Sunday long run
100k_beg,100K - Beginner,Beginner,15,6,Sun,Long run,24.6,209,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,16,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,16,1,Tue,Run - easy,3.8,32,Easy conversational pace
100k_beg,100K - Beginner,Beginner,16,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,16,3,Thu,Run - easy,3.8,32,Easy conversational pace
100k_beg,100K - Beginner,Beginner,16,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,16,5,Sat,Run - easy,2.6,22,Short easy run
100k_beg,100K - Beginner,Beginner,16,6,Sun,Long run,18.5,157,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,17,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,17,1,Tue,Run - easy,3.9,33,Easy conversational pace
100k_beg,100K - Beginner,Beginner,17,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,17,3,Thu,Run - easy,3.9,33,Easy conversational pace
100k_beg,100K - Beginner,Beginner,17,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,17,5,Sat,Run - easy,2.7,23,Short easy run
100k_beg,100K - Beginner,Beginner,17,6,Sun,Long run,26.4,224,"Weekend long run - go slow, this builds endurance"
100k_beg,100K - Beginner,Beginner,18,0,Mon,Rest,,,
100k_beg,100K - Beginner,Beginner,18,1,Tue,Run - easy,3.9,33,Easy conversational pace
100k_beg,100K - Beginner,Beginner,18,2,Wed,Cross-training / rest,,30,Optional light cross-training
100k_beg,100K - Beginner,Beginner,18,3,Thu,Run - easy,3.9,33,Easy conversational pace
100k_beg,100K - Beginner,Beginner,18,4,Fri,Rest,,,
100k_beg,100K - Beginner,Beginner,18,5,Sat,Run - easy (back-to-back),16.8,143,Back-to-back with Sunday long run
